main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
All Beauty,"ARRID XX Ultra Clear Anti-Perspirant Deodorant Spray, Ultra Fresh 6 oz (Pack of 11)",4.9,17,[],[],74.02,"{'hi_res': array(['https://m.media-amazon.com/images/I/71GOEE1q6HL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81dLPj1qCTL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31Yml-qc5pL.jpg',
       'https://m.media-amazon.com/images/I/41qIxFvptIL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31Yml-qc5pL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41qIxFvptIL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01'], dtype=object)}","{'title': array(['Really Strong Deodorant ',
       'Effective, no white residue & stains Long lasting freshness',
       'Arrid XXDry Ultra Fresh Deodorant Full Review'], dtype=object), 'url': array(['https://www.amazon.com/vdp/0cd19b81de6f49099a8f21d4d3426406?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0b7f057ca08b4278a94ad5e9ff7076ed?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/054982eea6d74899a23ca4d563d447f1?ref=dp_vse_rvc_2'],
      dtype=object), 'user_id': array(['/shop/automateconstruction', '/shop/ugcbyroshi',
       '/shop/bestbrandsperfume'], dtype=object)}",Arrid,[],"{""Brand"": ""Arrid"", ""Item Form"": ""spray"", ""Scent"": ""Ultra Fresh"", ""Number of Items"": ""1"", ""Unit Count"": ""11.00 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.65 x 9.02 x 7.48 inches; 6.5 Pounds"", ""UPC"": ""022600886716""}",B004X8JLN2,,,
All Beauty,"Cleanser, Wnd Dermal 8Oz (Units Per Case: 6)",5.0,3,['McKesson Brand' 'McKesson Brand'],"['Cleanser, Wnd Dermal 8Oz (Units Per Case: 6)']",83.52,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/21F7vmTq3BL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/21F7vmTq3BL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",McKesson,[],"{""Item Form"": ""Bar"", ""Skin Type"": ""Dry"", ""Brand"": ""McKesson"", ""Age Range (Description)"": ""Adult"", ""Unit Count"": ""1.00 Count"", ""Manufacturer"": ""McKesson Brand""}",B072WB1655,,,
All Beauty,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&,4.3,209,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/619Y+f-QNvL._SL1024_.jpg',
       'https://m.media-amazon.com/images/I/51ofiL4nqdL._SL1024_.jpg',
       'https://m.media-amazon.com/images/I/719ohLkylKL._SL1024_.jpg',
       'https://m.media-amazon.com/images/I/618d3gtqryL._SL1024_.jpg',
       'https://m.media-amazon.com/images/I/61cMQDEmTrL._SL1024_.jpg',
       'https://m.media-amazon.com/images/I/51a1IlN7wbL._SL1024_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41T8d107kML.jpg',
       'https://m.media-amazon.com/images/I/41gyiUOhbHL.jpg',
       'https://m.media-amazon.com/images/I/51hDUD7ktEL.jpg',
       'https://m.media-amazon.com/images/I/51+HCG24BHL.jpg',
       'https://m.media-amazon.com/images/I/41tWFssyCqL.jpg',
       'https://m.media-amazon.com/images/I/41cyx9SFfkL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41T8d107kML._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41gyiUOhbHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51hDUD7ktEL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51+HCG24BHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41tWFssyCqL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41cyx9SFfkL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array(['The Best Premium Electric Toothbrush!!',
       'MUTTUS Electric Toothbrush', 'Great travel toothbrush!',
       'Premium Electric Toothbrush & Sonic Toothbrushes, 5 Modes 15 Brushing Experience, 6 Brushheads, T...'],
      dtype=object), 'url': array(['https://www.amazon.com/vdp/db42c4093abf4b7ea2a79a33ab7e1d11?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0242adcda15348aab538b8766f19c63f?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/e0df3b7783d34a82a032487ea72b08c3?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/b1c35bbd588b4ffaad83096c3afafa5b?ref=dp_vse_rvc_3'],
      dtype=object), 'user_id': array(['AFKKGLKMO3YUC5SUNAFCVOYH6LJA', 'AH4VLZAI7KEMLTM4SD3L7HY3A4VQ',
       'AHNMGW7CYHE5VYGBINTBJCQDQFWQ', 'AHMOPQY2SSXKXHSC6XU4VQTSSOYA'],
      dtype=object)}",YRMJK,[],"{""Brand"": ""YRMJK"", ""Age Range (Description)"": ""Adult"", ""Power Source"": ""Battery Powered"", ""Item Firmness Description"": ""Soft"", ""Unit Count"": ""1 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.1 x 3.1 x 2.7 inches; 13.76 Ounces"", ""UPC"": ""738426030676"", ""Manufacturer"": ""MUTTUS""}",B07N45YN6C,,,
All Beauty,"EASYDEW Starter Soft Conditioning Face Wash 6.76 fl oz - Soothing and Moisturizing Face Wash with Ceramides, Hydrogen Water & DW-EGF I Deep Pore Cleanser & Hypoallergenic Gentle Makeup Remover",3.2,27,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/51GWJ-PxO5L._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/51gAYWdQxcL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61uchK0FjtL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61kZ7xibqvL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61ZUhN4fCkL._SL1200_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31wuHcGhxZL.jpg',
       'https://m.media-amazon.com/images/I/41Qm4RfqFsL.jpg',
       'https://m.media-amazon.com/images/I/41+3MPgZnlL.jpg',
       'https://m.media-amazon.com/images/I/411CZ7Vr3-L.jpg',
       'https://m.media-amazon.com/images/I/41osHPRwgjL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31wuHcGhxZL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Qm4RfqFsL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41+3MPgZnlL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/411CZ7Vr3-L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41osHPRwgjL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04'], dtype=object)}","{'title': array(['Easydew Starter Soft Cleansing Milk 6.76 fl oz'], dtype=object), 'url': array(['https://www.amazon.com/vdp/087431ade878465e88daf8ddd243c100?ref=dp_vse_rvc_0'],
      dtype=object), 'user_id': array([''], dtype=object)}",EASYDEW,[],"{""Item Form"": ""Cream"", ""Skin Type"": ""Sensitive,All Skin Types"", ""Brand"": ""EASYDEW"", ""Material Feature"": ""Hypoallergenic, Natural"", ""Age Range (Description)"": ""Adult"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""7.01 x 1.97 x 1.97 inches; 9.17 Ounces""}",B07MZT83KK,,,
All Beauty,"Curling Iron 1¼'' with 24k Gold, Hair Curler Curling Wand with Dual Voltage for All Hair Types",3.1,6,[],[],None,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/213H2n-UAuL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/213H2n-UAuL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([""Curling Iron 1¼'' with 24k Gold,\xa0Hair Curler Curling Wand with Dual Voltage for All Hair Types"",
       '24k gold Curling Iron'], dtype=object), 'url': array(['https://www.amazon.com/vdp/db9f50b7f2094263bd1db524233481da?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/ceed81ca67e047a098790131607d1a66?ref=dp_vse_rvc_1'],
      dtype=object), 'user_id': array(['AHK7BCWFPM6HEUHTC3IYQBPTH27Q', 'AHHT57DOMCOMZAFB2Q3P7RF2BUSA'],
      dtype=object)}",,[],"{""Package Dimensions"": ""11.2 x 9.2 x 2.3 inches; 1.95 Pounds"", ""UPC"": ""714453116958""}",B07PBKL5Y3,,,
All Beauty,Pre Stretched Easy Braiding Hair Purple Color Braids Itch Free Hot Water Setting Synthetic Fiber Yaki Texture Black Crochet Braiding Hair Extension (26Inches 8Packs/Lot),4.4,10,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71So++dH6jL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61WxAoa5v5S._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/519IJ-w0HKS._SL1100_.jpg',
       'https://m.media-amazon.com/images/I/6171qnjAYgS._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71U8QAIkbsL._SL1002_.jpg',
       'https://m.media-amazon.com/images/I/81dQQ9zD-9L._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51ncVeIiaNL.jpg',
       'https://m.media-amazon.com/images/I/21DPcNaivqS.jpg',
       'https://m.media-amazon.com/images/I/41QZfNQVRKS.jpg',
       'https://m.media-amazon.com/images/I/41WjRizMDcS.jpg',
       'https://m.media-amazon.com/images/I/518u5GOjzEL.jpg',
       'https://m.media-amazon.com/images/I/61kSyE6-YwL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51ncVeIiaNL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/21DPcNaivqS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41QZfNQVRKS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41WjRizMDcS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/518u5GOjzEL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61kSyE6-YwL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT05', 'PT06'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Alimarzo,[],"{""Brand"": ""Alimarzo"", ""Material"": ""Synthetic"", ""Extension Length"": ""26 Inches"", ""Hair Type"": ""Straight"", ""Material Feature"": ""Natural"", ""Package Dimensions"": ""10.75 x 9.45 x 3.31 inches; 1.73 Pounds""}",B095NM2DKG,,,
All Beauty,[Old Version] QuickBooks Desktop Pro 2019 with Enhanced Payroll [PC Disc],4.3,184,"['QuickBooks Desktop Pro with Payroll Enhanced helps you organize your finances and payroll all in one place'
 'Easily create invoices and manage expenses plus easily pay employees and file payroll taxes'
 'Step by step tutorials show you how to create invoices, record expenses, pay employees, file payroll taxes, get instant W 2s at year end, and more'
 '1 year prepaid Payroll Enhanced subscription (includes 1 employee easily add more (nominal, monthly fees apply))'
 'Improved Easily track accruals of sick and vacation time']","[""Get your finances in order with the QuickBooks Desktop Pro 2019 with Enhanced Payroll (PC Disc). This two pack lets you organize your finances and structure your payroll all in the same software. This easy to operate software is used by business professionals all over the world and in all professions. It is as versatile as it is powerful. strong What can QuickBooks Desktop Pro Do?strongThe most powerful feature of QuickBooks Pro is how incredibly easy it is to use. You need absolutely no accounting experience QuickBooks. Every feature and program within QuickBooks Pro has a step by step tutorial to show you how to use it. You can import any existing data you already have from a spreadsheet so you won't have to start from scratch as well as improve your cash flow by easily monitoring and tracking invoices from creation to payment. strong What Can I Use QuickBooks Enhanced Payroll For?strongQuickBooks Enhanced Payroll makes the often difficult job of tracking payroll easier than ever. Now you can keep track of your company's payroll quickly and hassle free. QuickBooks Enhanced Payroll lets you quickly pay your employees, get an instant W 2 at the end of the year and even helps you file taxes at the end of the year. strong What System Is QuickBooks Desktop For?strongThis particular version of QuickBooks Pro is for PC. It is compatible with the following versions of Windows: Windows 7 SP1, 8.1 Update 1, or Windows 10. It also seamlessly integrates with other Windows programs like Microsoft Word and Microsoft Excel. strong60 Day Money Back GuaranteestrongQuickBooks is so confident you are going to love their enhanced payroll system, they are offering a 60 day money back guarantee. If for any reason whatsoever, QuickBooks Pro doesn't meet your expectations, they will completely refund your money. Take advantage of the return policy, all you have to do is return your product to Intuit with a dated receipt for a total refund.""]",None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71V20+bXf4L._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41rUxcJDKVL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41rUxcJDKVL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Intuit,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""11 x 0.75 x 7.75 inches; 3.68 Ounces"", ""Item model number"": ""606011"", ""UPC"": ""028287553989 028287553484"", ""Manufacturer"": ""Intuit""}",B07FZ5HZLM,,,
All Beauty,"HASK SHEA + COCOA BUTTER Body Wash- Moisturizing, vegan formula, hypoallergenic, dermatologist tested, pH balanced- 24.5 oz Bottle",4.3,146,[],[],22.99,"{'hi_res': array(['https://m.media-amazon.com/images/I/71NO6WW+h6L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61--5F+EViL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61WbYxMk+GL._SL1350_.jpg',
       'https://m.media-amazon.com/images/I/61C0sWd2LGL._SL1350_.jpg',
       'https://m.media-amazon.com/images/I/61oChnWF+2L._SL1350_.jpg',
       'https://m.media-amazon.com/images/I/71YysikPYCL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81VtNIZVgvL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71zX7kpUUdL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/318fZ32ZixL.jpg',
       'https://m.media-amazon.com/images/I/410FS4hueqL.jpg',
       'https://m.media-amazon.com/images/I/41ybNAwH0cL.jpg',
       'https://m.media-amazon.com/images/I/41GysXsW8LL.jpg',
       'https://m.media-amazon.com/images/I/417ExWyCTqL.jpg',
       'https://m.media-amazon.com/images/I/41GZHRSPfOL.jpg',
       'https://m.media-amazon.com/images/I/41hvzeuqlsL.jpg',
       'https://m.media-amazon.com/images/I/31UsPDJ6NEL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/318fZ32ZixL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/410FS4hueqL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41ybNAwH0cL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41GysXsW8LL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/417ExWyCTqL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41GZHRSPfOL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41hvzeuqlsL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31UsPDJ6NEL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06', 'PT07'],
      dtype=object)}","{'title': array(['HASK Body Wash Collection',
       'SheaMoisture Body Wash Extra Dry Skin Replenishing Cocoa Almond Cruelty Free Body Wash ',
       'Strong Powerful Smell',
       'Renpure Tea Tree Mint Invigorating Body Wash'], dtype=object), 'url': array(['https://www.amazon.com/vdp/fada7b34a4c44b988bc96b9c324b20ed?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0946c76981244fdcb3fff6cfe1b237f7?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/02eef8ce4f7d4f04a6b773292f023b6c?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/0e852732bdf94986933d918cee160d9e?ref=dp_vse_rvc_3'],
      dtype=object), 'user_id': array(['', '', '/shop/influencer-7a0f78b4', '/shop/thecherieamourshow'],
      dtype=object)}",HASK,[],"{""Skin Type"": ""Sensitive"", ""Brand"": ""HASK"", ""Material Type Free"": ""Silicones,Sulfates"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Item model number"": ""HAS0047232"", ""UPC"": ""071164347232""}",B093ZNFPZZ,,,
All Beauty,"CoverGirl Cheekers Blush, Natural Twinkle 183",4.2,18,"['Stays natural for hours' 'Easy & natural' 'Lightweight'
 'Dermatologically tested' '0.12 Ounce Pan']",[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71HgTNYz-KL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81+D+dsW7vL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81vA1mzqPwL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/91PvEpZKo3L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81BKj7ybkqL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41vSDiXnIXL.jpg',
       'https://m.media-amazon.com/images/I/41f63YZ4OBL.jpg',
       'https://m.media-amazon.com/images/I/51wKkN0RmYL.jpg',
       'https://m.media-amazon.com/images/I/51aUpxu-enL.jpg',
       'https://m.media-amazon.com/images/I/51kXkI+RXjL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41vSDiXnIXL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41f63YZ4OBL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51wKkN0RmYL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51aUpxu-enL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51kXkI+RXjL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",COVERGIRL,[],"{""Package Dimensions"": ""2.6 x 2 x 0.4 inches; 0.8 Ounces"", ""UPC"": ""061972002362"", ""Manufacturer"": ""CoverGirl""}",B00VTU0Q3G,,,
All Beauty,Professional Grade Retinol Anti-Aging Skin Moisturizing Cream - For Age Spots - By Swiss Botany,3.1,71,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/61zsFdKNZcL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/71EoBsvVZkL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/71fOlyIpKwL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61bwloha-tL._SL1200_.jpg',
       None, None,
       'https://m.media-amazon.com/images/I/71+MfcgjWQL._SL1200_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/418NxLGV4EL.jpg',
       'https://m.media-amazon.com/images/I/510E03egDaL.jpg',
       'https://m.media-amazon.com/images/I/510GH-14w2L.jpg',
       'https://m.media-amazon.com/images/I/415vDafHGtL.jpg',
       'https://m.media-amazon.com/images/I/51Nmf8UnFrL.jpg',
       'https://m.media-amazon.com/images/I/41pD+yJaa7L.jpg',
       'https://m.media-amazon.com/images/I/51lo10aSHiL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/418NxLGV4EL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/510E03egDaL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/510GH-14w2L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/415vDafHGtL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Nmf8UnFrL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41pD+yJaa7L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51lo10aSHiL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",,[],"{""Scent"": ""Aloe Vera"", ""Item Form"": ""Cream"", ""Unit Count"": ""1.69 Fl Oz"", ""Skin Type"": ""All"", ""Age Range (Description)"": ""Adult"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""6 x 1.5 x 1.5 inches; 4.8 Ounces"", ""UPC"": ""791154469675""}",B00OPEASFO,,,
All Beauty,"Alishow Straight Clip in Hair Extensions Human Hair,8PCS 120 Gram Double Lace Weft Clip in Human Hair Extensions Brazilian Virgin Human Hair Natural Black Color For Women (18 Inch, Straight Hair)",4.1,22,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71cVQ3R7I-L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71rhdhz0xYL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81Ld1+rLAkL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81kIq+w2UBL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71-SwQyb6kL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/816TB53e6AL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41ihjaCTe6L.jpg',
       'https://m.media-amazon.com/images/I/51ppVptSeuL.jpg',
       'https://m.media-amazon.com/images/I/51IXvAUh-pL.jpg',
       'https://m.media-amazon.com/images/I/51dxVSsmVkL.jpg',
       'https://m.media-amazon.com/images/I/51iOwuOZ3jL.jpg',
       'https://m.media-amazon.com/images/I/5112DFoxVsL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41ihjaCTe6L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51ppVptSeuL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51IXvAUh-pL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51dxVSsmVkL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51iOwuOZ3jL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/5112DFoxVsL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array(['lace weft clip ins 8pcs', 'how to wear clip in hair extensions',
       'black color human hair extensions',
       'clip in hair extension real human hair',
       'blonde clip in human hair extensions'], dtype=object), 'url': array(['https://www.amazon.com/vdp/0b86c4e7abcf4f9ab3580fed4a9a89ed?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/04badbe5bad24d4cb89366a7737db467?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/095c31d9a5a04714b2ab58826f28aa2e?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/05c768622ea44f4ea12a18372252f263?ref=dp_vse_rvc_3',
       'https://www.amazon.com/vdp/0b0215f284a6449dac9729c66895e128?ref=dp_vse_rvc_4'],
      dtype=object), 'user_id': array(['', '', '', '', ''], dtype=object)}",Alishow,[],"{""Brand"": ""Alishow"", ""Color"": ""black"", ""Material"": ""Human Hair"", ""Extension Length"": ""18 Inches"", ""Hair Type"": ""Curly, Straight"", ""Package Dimensions"": ""10.71 x 6.3 x 1.3 inches; 5.93 Ounces"", ""UPC"": ""727196549167""}",B08SVW5GZ2,,,
All Beauty,MEICOLY 12 Pcs/set Matte Lipstick Set Long Lasting Waterproof Pen Lip Stain Set Halloween,3.6,19,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/61UnosdprEL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/51pqQG3Rx2L._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71JstsFqlgL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/616Od3XJsML._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/51pBQwtNN9L._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/61RP+X3piAL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/61DtsTZjXEL._SL1001_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51TvtsG1bbL.jpg',
       'https://m.media-amazon.com/images/I/31MmtsE5P1L.jpg',
       'https://m.media-amazon.com/images/I/51TLJZGFf0L.jpg',
       'https://m.media-amazon.com/images/I/41KI9dsY7fL.jpg',
       'https://m.media-amazon.com/images/I/31fYPpfXvgL.jpg',
       'https://m.media-amazon.com/images/I/41DWny+S7DL.jpg',
       'https://m.media-amazon.com/images/I/51pIusuxRWL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51TvtsG1bbL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31MmtsE5P1L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51TLJZGFf0L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41KI9dsY7fL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31fYPpfXvgL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41DWny+S7DL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51pIusuxRWL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",MEICOLY,[],"{""Brand"": ""MEICOLY"", ""Item Form"": ""Pencil"", ""Finish Type"": ""Matte"", ""Age Range (Description)"": ""Adult"", ""Target Audience"": ""Unisex-Adults"", ""UPC"": ""782910237119""}",B08GBZGRDQ,,,
All Beauty,April22 Honey Mask,4.0,6,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/412STciOCIS._SL1080_.jpg',
       'https://m.media-amazon.com/images/I/41hUDzmzeNS._SL1080_.jpg',
       'https://m.media-amazon.com/images/I/61CvwxCqZCS._SL1080_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31iDe3K+E0S.jpg',
       'https://m.media-amazon.com/images/I/314FKbWcVgS.jpg',
       'https://m.media-amazon.com/images/I/41fYBaCE6HS.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/31iDe3K+E0S._SS40_.jpg',
       'https://m.media-amazon.com/images/I/314FKbWcVgS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41fYBaCE6HS._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02'], dtype=object)}","{'title': array(['Just honey'], dtype=object), 'url': array(['https://www.amazon.com/vdp/0ac9b1aba20b437491fb4b255155a636?ref=dp_vse_rvc_0'],
      dtype=object), 'user_id': array(['AEKHAHBKA5QHBEL2RCQSBQBRTVWA'], dtype=object)}",April22,[],"{""Brand"": ""April22"", ""Product Benefits"": ""Soothe,Hydrate"", ""Scent"": ""Honey"", ""Skin Type"": ""Acne Prone"", ""Unit Count"": ""2.0 Ounce"", ""Package Dimensions"": ""2.4 x 2.36 x 2.32 inches; 7.05 Ounces"", ""UPC"": ""850029198017""}",B0971V4RL1,,,
